@relation _Users_manavpatel_term_project_4500_._filtered_sentoken-weka.filters.unsupervised.instance.Resample-S1-Z85.0

@attribute text string
@attribute @@class@@ {neg,pos}

@data
'many isn\'t it\'s high \njust about off \nit\'s only \neventually hopefully sometimes there\'s actually down \namazingly it\'s almost always oppressive away \nthen next all again \nenglish michael \nago first \nhe\'s on second short then \nlive up first \nno he\'s no \nnow he\'s particularly difficult \nannual accomplished other \nfirst left married she\'s pregnant \nthough suicidal on back blind \npivotal \nthen there\'s next \nthere\'s like about \nthere no huge computer-generated very real human \nup great early \nlately second better first \ninstead out comfortable academic \ndoesn\'t much neither \nsuicidal psychotic \ncertainly out \nup past because just isn\'t interesting enough \nas forced fully \nthat\'s real \ninteresting \nas \ngay here aren\'t merely \nall first-rate \nas pink \nperfectly here \nrobert jr as up \nl \nconfidential few \n\ngood limited married never much \nnon-existent unconvincing \nmajor on nowhere \nnever even \nvery much \nmuch convincing \nnot \nas \neventually it\'ll probably right now \ni\'ll second \nright now i \ni other little \n michael so long he\'s \n',pos
'slight romantic no out conventional usual clich genre though it\'s well-written still not too much surprising it\'s gentle don\'t too disturbing about it\'s about critically successful so he\'s predictable because first as now own like usual cheap middle eventually on it\'s london as sexual wealthy american later as new intellectual stable as quickly novel obnoxious impossible live only proud he\'s never married recently old london as i only couldn\'t stiff tired lovely like either soon second novel same way first same as down loosely on real-life literary romantic married ',neg
'i i never much russell \nadequate i never \nthen \nrussell fine as not second half \ntogether not completely true no \nrussell half married amy san new new \nthrough down left helpless down j \nnearby \nbecause nasty earlier amy \nlast else \nseveral george original hopefully not appalling steven \nas not down conventional american \nnot on instead confused no on \nout amy as slight only because it\'s too early i extra so little \nrussell as earlier very good nowhere near as annoying as \nj \nas possibly evil terrific best fine doesn\'t jonathan on right here \nsuch great actually like real able much believable \ndoesn\'t enough great believable indeed on \ngenuinely exciting long \n',pos
'sometimes along somewhat \noriginal artsy \nsimply \nordinary sure about mixed \ndefinitely ordinary musical \n\nabove probably not about \nit\'s somewhat silly it\'s somewhat outrageous it\'s definitely not typical right \ndue same \nwell sorry i haven\'t so i really \nfilm\'s not \ni i never definitely \ngreat \nuneven hard \ndifficult about thus immediately about \nmisguided \n\n\n\nordinary even i \njust i didn\'t about i down \nmaybe not behind pleasant i even i known i just as happy \nordinary quirky eccentric downright charming \nnot definite typical \n',pos
'tarantino\'s superb follow-up absolutely as about all-time \nall greatly \nas perfect ahead on fast-paced hard extraordinary seemingly perfect way \nmajor terrific acting \nvincent john samuel l \ntogether perfectly nearly perfect \nstill out vincent \nnot enough there\'s tim big attractive young \njust major \nequally terrific young married up serious eric as well as behind no intended very disturbing \nfirst alike later very critical other \nsmall recent \nquickly up ahead \non vincent \nunforgettable such as before \nmysterious \nbasically especially unfortunate frank vincent complete \nnot before out \n \nsomehow completely leading \nalso \nthen on \nnot sure not able new \nvincent meanwhile out on big out \nvincent obviously rather nervous about especially about out supposedly \nrather smoothly \ncontinually new amazing \neventually all other up vincent \ndefinitely best possibly all-time \nalong superb acting not only not completely \nrather easy graphic \nsurely tarantino\'s greatly not very soon \n',pos
'second just awful okay intriguing solid spooky parallel unfold first texas lee gruesome double fbi quaid on local second friendly former danny they\'re west away well doesn\'t really stuart hard finally won\'t seriously anyway whole south about i certainly couldn\'t through whole there\'s quaid intense steven i i\'m glad i didn\'t there\'s nice fun ',neg
' quick adam west i never modern many even standard bad easily fairly cinematic excessive it\'s loud obnoxious pointless gratuitous up elaborate george as o\'donnell as off mr arnold armed powerful so not really necessary whatever then giant noble so beloved on all human meanwhile on alfred michael ridiculous laughably bad terrible lame awful simply along genuine forever i dreadful positively inspired i still cheesy i\'d no somehow way horrific terrible over there clear even previous forever gigantic dynamic just i ever prominently over new useful other up incredibly uninvolving mr as visually striking as possible there latter completely unconvincing ineffective perhaps not promising i out film\'s even before single i it\'s hard intended many all seriously  down explosive as overly as out i somehow so such isn\'t utter arnold as villainous mr bland uninteresting perhaps mr menacing laughable laughable frankly onscreen laughable i simply onscreen possible cool inventive way george very little consequently rather uncomfortable hardly o\'donnell all film\'s entertaining as sexy certainly over-the-top comic skilled successfully  i\'m already positively forever amusing entertaining she\'s greatly i isn\'t way hardly i i not bored i repeatedly through through yet terrible yet flat it\'s long so much  ',neg
'yes odd mixed sick gross funny then frank executive horrible he\'s evil late robert however then very dead past present future yet sure enough much o way however simple outlandish special poor very very mean frank isn\'t mean he\'s just mean also isn\'t very good emotional totally last utterly desperate great however supporting good allen john past isn\'t bad either sadly though present funny straight away also annoying i correctly thankfully much horrendous michael out terrible bad i whole really then completely emotional on final awful special nice there\'s impressive up also also good danny great up don\'t great as first so depressing anyway last up didn\'t just out young overall then you\'d much better like perhaps ',neg
'hilarious kevin brian \n\nstrictly grainy as all film\'s still not half as good as \noriginally \nnot sensitive \n\nas french you\'re halfway \neric as american * way * over up \nhe\'s who\'s unaware \nthough intriguing on all half \nenglish french \n\non novel doesn\'t very far \njohn anthony early frequent \nalso \nreally \njust many well-known \nunfunny john michael john \nearly amusing quickly off as alan \nup i here \n\n\n\nepic sci-fi sheer else \nemmerich universal shamelessly off spielberg just about other on \noverlong cardboard laughable modern sci-fi \nthere\'s still plenty here \nsci-fi surprisingly spunky \nelse \ninteresting russell \n\nsluggish mixed best \ninteresting too long \n\nso on \n best latter similar \noriginal on though \nremarkably \non \nal maybe on * * necessary \njohn certainly original \nelizabeth doesn\'t too well strong richard \n\nno \njunior \narnold pregnant \nsure billy before \nactually better as along \ndave wisely so first \ndon\'t too many danny early romantic \n* * acting \n',pos
'it\'s i much anticipated sci-fi i still full digital flimsy somehow great instead akin i fellow no certainly isn\'t large about supposedly thoughtful back visual uplifting tightly claustrophobic not impossible excellent few off seriously brian de enough directorial visual up off on intelligent practical like sound technical overly occasionally there\'s also notorious all de talented too harsh i solely on slightly i gary i wouldn\'t de wonderful wonderful i\'m sure wouldn\'t third recently lost apparently psychologically upcoming luc already on red suddenly probably best just there as lovely luc able final still alive immediately second woody tim phil luc mysterious secret on now there accurate not probably not roughly i\'m not sure behind didn\'t on instead final prior just dirty still there few nicely tense maybe only quite good largely inconsistent there\'s few good imaginative sad out loud it\'s poorly laughably dubious silly only as before disappointed maybe even unbelievably hokey final somehow few okay sympathetic all pretty well sincere effective many as loving well actually amusing intentionally so digital quite impressive so wrong back on appalling i practically immediately better yet don\'t even ',neg
'i left david lost i fellow i like just out through back through \nfirst second only on \nwon\'t it\'s over though there certainly enough reasonable \ndifficult because partly on \ni however on l fred clearly apparently inside asleep \nnaturally enough little frightened confused doesn\'t robert fred on once hilarious \nnext fred brutally \ninexplicably young \nfred notably again blonde otherwise \ni away little too much doesn\'t neat on cinematic lost out full \nlost sound like there weird \non lost dark previous \nnot around rather * * \nthere deeply disturbing all bizarre here \nleft out probably other \nall appropriately typically \nas often on sound on lost perfectly \nthere on blank as down on haunting mortal technically yet present vivid just as effective as not so hysterical \ndarkly nearly exactly \nwell anyway i i bored as inherently interesting mostly viewer\'s because original \nmain too intelligent sleazy otherwise pretty much blond couldn\'t fortunately as well as other typically such as strained awkward film\'s spooky \ntypically graphic disturbing relevant also somewhat overdone here \nit\'s not exactly like almost else thoroughly weird creepy unlikely cheap as much as unnecessary frankly kind dumb off \nminor don\'t lost as unsettling recent \ndown lost as such intense brilliantly effective \n',pos
'ever still extremely cheap \nyear\'s like much special \nnot easily \nas far as high-profile \nmichael j as frank con \nup small out then rid \never ago \nyoung \nup dead \nstill around as he\'s dead \nvery awkward amusing along as \ncomplicated \nelse \nso up naturally \nnext on last half evil \nthere many wonderful \noff as black up \nperfect \nno \nlackluster danny \nhardly like such diverse all top \nmichael j best as then forced later on \nlike great frightened tough smart \nas paranoid fbi brilliantly \nnever once like long \nfirst as funny as last half as as big \nprobably like david \nit\'s easily best so far \n',pos
'big silly complete pointless gratuitous it\'s not even blatantly unlikable doesn\'t direct about acting quiet ludicrous like like lead nick he\'s good as first few he\'s very familiar that\'s probably up danny nick danny on other\'s finally up other once other one\'s kind i\'m fairly certain all young chinese psycho i\'m also pretty sure nick on henry lee young other neat i\'m not quite sure henry lee danny ridiculous unpredictable along way there\'s also interesting around brian doesn\'t much main as i doesn\'t i don\'t entirely on because he\'s obviously good i\'m robert doesn\'t way normal early on particularly nick because he\'s angry about new white he\'s on i i  never all there like very coherent there\'s also considerable other thick chinese never out i\'m not sure henry lee as so all weird loud violent aren\'t bad they\'re not new many through on many too many i\'d clearly pretty good here nick danny very good i actually together good kind he\'s still fun i also brian powerful compelling moral danny ultimately mostly insane complicated successful it\'s over never just out finally there\'s left on ',neg
'good old-fashioned american never just on just on as terminally as own then i it\'s cheesy all right bad bland stale rather true that\'s because first so woody on out hilarious saturday much as slimy big it\'s first so good wry otherwise rather then angry then it\'s fast forward later fat loser he\'s hopeless randy quaid on as so together out up pretty on way only that\'s dumb yes indeed modern farrelly aforementioned so much ridiculous on on now don\'t wrong there\'s wrong cheap i fair woody randy aren\'t bold funny enough along much sentimental many shameless never quite all together flat there simply don\'t long unfunny full old random wouldn\'t funny well no actually don\'t much either woody off okay acting dumb smart cynical innocent implausible randy quaid no like convincing human weird  even up movie\'s all all fairly useless john perhaps down strictly * video  * * little still better  * * * pretty good  * * * * amazing potent  * * * * * twice ',neg
'out almost western on small new leading clean out initial little way fairly decent enough last john not very long there not much next big then there only before next interesting really short because on john so religious interesting standard about rather serious spectacular there intriguing so not way not always also little about film\'s central fictional up high-tech early out particularly mean ian off now down tony daniel baldwin not on own tony meanwhile sure hidden somewhere here new like very tired few obvious that\'s exactly same just as well familiar don\'t just about other about not fundamental like new catholic instead through now all not bad enough particular cool very well off through not as not just not very well there simple as dead on female on front so there about as obvious up down also secret not low there arguably logical there consistent on on dramatic on yet i on better out i i i on on perhaps i ',neg
'it\'s ironic best original director\'s \nsuch as wild all prime later up \ndvd accessible way original public like further such classic \ndvd original international luc professional known as l on around prime good instant classic as director\'s \ni international available only \ni even just certain l on \ncountless i never \nnow \nl on jean professional italian danny \nnext independent then \nlead gary oldman over-the-top entire out \non l on \nl l as \nthen l on away as \namerican international really \ninternational additional directly l on american too explicit \ni american too much american \nbest extra better l later oldman bad \nthere\'s even previously unseen great french femme \nadditional l on emotionally murky american \nironic about international primarily heavy emotional big \nserious french american \nout there away professional down up newly cinematic \nluc luc jean gary oldman danny \n',pos
'all \npleasant enough little human few \nall before perhaps not \ncolorful very \n low \npreviously \nvery similar previous like new \nwealthy \nindian as much as \neven lavish extravagant \ntogether same several individual \nindian \npreviously \nmany not about \nrather eccentric \neven soon interested \nseveral several \nthere there \nprobably near indian \nwestern unfamiliar indian like \non other not clear like together typical indian indian musical \nparticularly american mostly english \nlatter however international \nvibrant witty \nvery much like indian great \n\ni on low on \n',pos
'great acting together fugitive back again beautiful not all die-hard on much about eddie chicago on happy also on final thus only key great out potential earth\'s surely very powerful as quickly public too quickly so up great short here like other unfortunately english away now chase not too just fugitive chicago as main doesn\'t much i really here fugitive ford tommy lee only fred aren\'t really much ford able eddie just very never better on chase frankly quite boring ford alone didn\'t real well isn\'t alone now fine really don\'t he\'s still only now english probably doesn\'t hardly here probably don\'t off too well out well didn\'t off well on unfortunately doesn\'t much either only really always full it\'s not really once again just doesn\'t best like headless *  * * little still better  * * * pretty good  * * * * amazing potent  * * * * * twice ',neg
' psycho no \nlike like desperate low third rip-off \nno perhaps italian consistently successful \nsurrealistic supernatural directorial stylish coherent narrative \nalways confusing totally illogical \nno always better \nfortunately pretty well right de de \nfilm\'s no major front \namerican further \nlate clearly \nnext i don\'t lightly sheer directorial alfred infamous psycho \nit\'s quite possibly graphic brilliantly musical gothic stunning very much own \nthough else quite never engrossing as own slowly no ordinary \nslightly sinister notably delicious so well \nseveral violent startling deserted blind well i wouldn\'t now i film\'s secret hidden gothic that\'s impressive \nenglish usually not just deep red about \nfortunately about not \nitalian english quite too appalling unintentionally hilarious about \n\ninteresting lost else \nas outstanding \napparently on so as out \nvideo greatly viewer\'s overall \neven better you\'ll widescreen \n\ndeep eerie superb \nrecent single white female uniformly superb \nalso wonderful \ncrucial surreal other notable on also \nmajor european fully \nlittle excessive that\'s always overall fascinating compelling italian \n',pos
'it\'s early nearly there friendly even old somehow helen gwyneth live new no back down south rural about past many now though first helen charming soon it\'s hard ever up as very slow then even like away like critical rather unlikely even then again as shallow as isn\'t that\'s likely only as much as simply awful merely gwyneth doesn\'t much as only still better so he\'s inexplicably much still there much even ludicrous few occasionally old around doesn\'t mean fresh ',neg
'way good bad good ryan surprisingly halfway decent much through teen like i last last year\'s cruel john malkovich though acting around third precisely presumably about fallen dramatic neither film\'s probably over as really isn\'t much pretty here sound like all here it\'s tough pretty like as hard actually ben believable not too bad as well that\'s bad great moronic not even remotely likeable about surrogate she\'s very well wealthy out much many nicky on usual overrated many way just doesn\'t all all i before like even fresh like out clich all before so desperately gritty common up sam rather even emotional strained like preposterous on i didn\'t like much first here it\'s even dramatic usual also low live because astonishing nowadays astonishing de never all before completely thus nearly way dirty little secret before too ironic little like usual i i didn\'t i however exactly like spacey usual no it\'s just as as often dull as interesting distinctive good even good fine odd out like only out clever ultimate so inexplicable as well like better better too rarely up such talented i mean even kind tough always welcome though here fairly straight rather like usual brad along heavy weak either about like silly nicky brilliant brief here just as brief only he\'s only around cold similar cool as ever never though way incessantly no about never simplistic it\'s vaguely bad way stupid about routine final out pure john john bad up sure like just other i old dirty harry on weak sound harry\'s far ',neg
'just before couldn\'t appropriate \nall recent namely it\'s high intellectual as well as \nrefreshing classic on big still ago \nman\'s true \nmain behind everywhere \nas somehow lost magic \nparticular heavy up outside all other \nfar impressive uplifting happy good all around \ntogether sandy all \nthen over as primary once \ndisastrous psychotic wooden phantom large sinister \ntim behind such great as ed big edward creative behind \noriginally though many \nclearly everywhere bold imaginative it\'s simple yet compelling \nharry also giant strong intimate strange \nalso memorable former lead danny next john \nbefore intended adult \nit\'s not just it\'s about truly happy tough all just exactly \nbetter there \n',pos
'back first animated antz \ncritically acclaimed on gross almost domestic \nagain traditional animated instant classic huge as well \non as big as still then fantastic \nnow i top best animated \nmike about loving green \nfairy somehow \nshort heartless lord john all fairy \nmany silver eddie \nregular definite \nlord however different all fairy near \nback back so lord \nback never \n such amazing just entire other like \nanimated so great realistic \ni all last i great \ni i not disappointed all best so far down on best \nbrilliant as well comic mike \npast austin married \nnow not only \nirish lovable \neddie mulan up here comic \neven comic \nalways beautiful great as well \nvery funny best supporting john personally favorite \nas bad lord great sinister funny same \ni so just \nthere many hidden even light on like \n definite not just entire \nthere many adult won\'t \nthough entire way through \nvery important it\'s \nout there beautiful own way even though inside \nthere\'s not many enough now \n',pos
'very few unaware mike \nanimated annoying human kind \non as about \nfinally big \nyes real very ugly extremely warped \nlive front \npossible \nas awake few just \neven remote though there no there \noutside sinister \neven no \naround all completely oblivious just \nbefore i stupid i didn\'t just stupid \ntypical \neventually so \n\n\nignorant good \nlas vegas \nbest \nnot only lifelong importantly enough big \ninevitably up huge fbi \noddly enough complete as fbi criminal \nup right such as \nso many grand spectacular out big away completely oblivious \nold faithful far \nessentially \neven \nall about back \nmany so funny it\'s unbelievable just stupid so oblivious around \ncertainly crude then just crude rude \nsorry \nalso such as fbi mike quite critical \neasily particularly annoying clear \notherwise whole way through \ndon\'t like you\'ll\n\nnever \n',pos
'favorite steve \nmemorable \nnow acting all same \nout awfully slow tommy around local \nit\'s obvious loser \nas it\'s better i\'m loser i then loser not i \nwell \noff tommy not \nwell up old \ni even though not \ncapable better \ni michael excellent \nmr off good as \n',pos
' again john michael sam as lee\'s lee great often visual on brian scorsese steven spielberg here there little unusual new on new first serial on loose sam david new frightened whole so understandable movie\'s on fateful john young as well as sam small few minor through out even recent marital because faithful because eccentric gay as sam\'s first again local too much on all top as painfully graphic so way i\'d lee as i clear there very little there lee on so much 70\'s actual as well as characters\' very personal doesn\'t all together coherent all not lost out hollow enjoyable too bad sam doesn\'t here frankly it\'s repetitive doesn\'t first half there no because fully about little because too muddled too vague as annoying whiny clear we\'re flawed still good you\'d never especially better riveting touching banal i\'m i because nearly else around inane too effective young desperate little sam superficial good great few notable i it\'s pretty well purely technical way it\'s also empty pretentious boring like last year\'s thin red it\'s doesn\'t ahead anyway  ',neg
'big always \no j \n\nall \nnot new \njohn famous always big \nso i civil i like brilliant on \nhowever i civil far different i major fortunately pleasant \njohn always up big \nno light up saturday \ndown always back \ncivil not john\'s best strong rival \nnormal believable \nnot flashy memorable just solid \nonly solid still average \nluckily strong supporting \nwilliam probably underrated \ngreat other still as secondary \ncivil yet great as paranoid greedy \nnot lovable out \nnot big just \nbest supporting there actually better civil \nrobert also underrated \nmany leading never big like brad \nsupporting as \nmagical \nwise not only out also major own twisted way \nmany always way on \nunfortunately usually just key on main funny \nhowever usually because never fully \nnot civil \nall \ninane sharp steady \nit\'s not funny nice \nsomewhat \nnice actually \nthen ugly \nout up \nhowever soon deep \ni not i \ngreat actual never fully \nleft somewhat confused terrific \nall all john back yet again great \nsupporting tremendous on \nsmart witty \nnot only also various on major \ncivil \n',pos
' fugitive probably ever \nrealistic believable exciting that\'s totally believable \nisn\'t over-the-top intelligent real perfectly \nford as richard \nentire around not straightforward \nconstantly \nvarious helen \ndon\'t much further \neven little about \ndoesn\'t much on as not \nas fellow fantastic \nnot all gratuitous actually suspenseful \nso incredible because it\'s able like wholly original believable \ntommy lee almost as sam \nhuge about \nequally as there no way other \ncomplex as \nford not here so stuart outstanding as great as \njust richard keen own very interesting \njust as little as as so as so \nmeanwhile all down \nother great chase richard just too smart \n\n\nthere great \ndangerous yet constantly up small other funny not kind \nfinal terrific chase \nrichard out typical far \nall along don\'t richard together \nmaybe finally much still believable \nwe\'re so \nit\'s not fugitive great it\'s all through intriguing \nseemingly average through as much as so adventurous \nonly like \n also nick \n',pos
'out creepy now classic creepy john brilliant really \ncreepy \ni always famous classic not lost it\'s it\'s out \ni i over i new brilliant i even though i \ni own different regular limited 20th original theatrical widescreen nifty plastic \nother i completely utterly obsessed \nforever only truly good \nalso several cheap offensive true \ni about on dvd limited i i no \ni it\'s best dvd ever \nno dvd \nmichael evil cold ago \nnow up mental michael back past sam \nmichael lee \n\nout all \non on october alive \nwhole terrifying just michael \nnick first incredible no other other \njohn new \nflawless not perfect \nno other up never \nlike still extremely popular even almost later \ni just new extra on dvd \nisn\'t just it\'s intelligent horrifying best ever \nthen\n\nagain \noctober \n',pos
'\n\neast west mulan disney\'s annual animated \nodd ancient asian obvious commercial confident easily engaging satisfying animated short potential \nthough not \nmany mulan disney\'s mature adult daring \nadmittedly neatly no luke fallen mulan\'s later ruthless so yet often animated long as last safe innocent such provocative \ninstant idealistic mulan\'s lost \nancient chinese fable on spirited young as as family\'s obligatory easy yellow surprisingly genuine \nother first animated familiar western european disney\'s new ancient rather elsewhere intact east asian aside film\'s vocal there\'s japanese \noccasionally old like third rather i ancient chinese * really * it\'s rather remarkable primarily american european so new foreign \nalso freely cultural easily up on immediately it\'s as little as unfamiliar mulan\'s \nheroic as such bold \nas such perfect epic stark emotional able effectively visual \nout as hokey live such as mulan\'s aside emotional \nmulan on particularly \nit\'s traditional recent friendly supporting slightly awry \noff mulan little lucky ostensibly as comic \nthey\'re not precisely ineffective reasonable eddie all high mildly questionable \nmulan eventually over easily simply as short clown clown big clown decidedly familiar traditional certain handsome young \neven ancient chinese not necessarily * * \nromantic out genuine out like \nrecent animated little also over mulan \nparticularly i\'ll out tired lean so hackneyed almost interminable \nonly early as effective musical pure \nnonetheless mulan especially appealing strong narrative pleasant computer-generated down wholly impressive \nblatantly they\'re not fairly enjoyable \nsmart energetic high ultimately satisfying on intimate \n',pos
'only historical about william such popular \nindeed recent american contemporary \nyear\'s upcoming shakespeare\'s big \n\nbrown john wonderfully vibrant \nnorman largely as soon not seriously \n married anne young here joseph up great current just doesn\'t quite right \ngreat true de gwyneth around \nloosely great \nsexy as much out largely unsuccessful \nsupporting well out geoffrey as as hugh \neven ben leading brief as elizabeth i gwyneth far however large \nelse dangerous \nlighthearted certainly accessible audience\'s common \nthere\'s romantic prime \ncertainly not absent many best around \ncertainly traditional just around \n',pos
'same very as far as i lead \nal as tony also brilliant as cuban highly respected \noliver also earlier \nnow \nmany criminal such as tony cocky \nnearly right tony awry \nalong steven tony frank robert \ntony also michelle \nlater else tony \nnot before respected often \ntony basically same way \nno basically no \nincredibly violent best out as great al \nnot truly very good \nfacial alone enough golden \nout \nit\'s apparently \nrather well \nas odd as it\'s true \nvery powerful hard \n',pos
'funny not good hilarious  new i correctly 19th irish like african british immensely stereotypical restless now off then michael like so heavily top as comic just native forth about hasn\'t even such it\'s just convenient even idiotic big large middle on up then off all broken open acting forgettable good relatively fellow it\'s hasn\'t before like else somewhere else way sometimes so all incoherent i i real i there on no such i out short happy out ',neg
'western \nmike oliver \npublic \nunderground oliver \nbig possibly \n\nlong \ni reluctant \ni didn\'t mike up half i perhaps first great \nhowever i really about well able virtually whole \n i won\'t obvious it\'s not * * bad \nquite thin really noticeable because \nvery similar hot very \n okay bad \nextremely witty as hot repetitive middle \nacting as many acting isn\'t really * * important \nhowever good as perfectly i still better back on much \nokay as \nmediocre as very stilted \nfine as ben oliver about \nmike all way \nclassic western \n also next different \nvery capable direct correct better i \noverall i \nhowever personal as just as well on video \ndefinately all general \nbest so far \nit\'ll \njust \ni lame \n\n',pos
'first-time enjoyable about fictional \ncorrupt lead just together next teen \nas originally known first very \njimmy lead catchy \nshort before current \nskilled currently father\'s free \nwell \nmuch too fast way off intended \nas though \nnew \nsoon enough \ndoesn\'t too much on \neventually mr white \nbefore now way \nbetter \nthen out on \non apart \npretty much not out well jimmy \nout up on own separate \ncomplete nifty original actually authentic fun enjoyable doesn\'t clear well-made \ndirectorial good lead \n',pos
'tim up around inside usual american there no along on there up other just like other there\'s along way usually funny quite watchable there\'s so horribly familiar about all really beverly there\'s wisecracking heavy just like eddie beverly same as it\'s full all even chase just so even out steve chase there also isn\'t much there real steve john there hardly all there hardly like there no good on own good eddie alright however nowhere near as good as much better i out much funny however isn\'t sophisticated dumb funny there\'s also good better threatening deep scary predictable too far-fetched then first hopefully last twice before nearly hasn\'t even ',neg
'private ryan \nedward steven spielberg already as ever private ryan riveting \nnot it\'s certainly best best \nas who\'s private ryan because \neven as through \ndisappointing amistad spielberg excellent \ni\'m not genre i very scary excellent terrifying \nsuperb away usually dramatic such as \ngritty much better \noccasionally generally fine \nedward like ben also top away such as she\'s still watchable as young \nspielberg very well right \n\nthey\'re truly terrifying yet away \njerky \nisn\'t either \ncertainly not sensitive \nother private ryan \nexcellent john also superb \nnever on-screen \ngood great about private ryan there\'s major \nunusually flat many strangely weak \nnever really profound \nnot major as private ryan not \nstill better \nthankfully partly great \nprivate ryan excellent not due it\'s weak acting \nas it\'s rewarding extremely worthwhile \nreally finally it\'s first \n',pos
'blank \nhuman \nfamiliar sound blank old \neven somehow cliched way mental \nreally merely john gary \njohn as american equally cliched yet ambiguous \nurban \namerican like merely \nas joe neither only further \njoe past \nas joe on on ideal as he\'s dead \ntroubled joe\'s as all \njoe now deserted \njoe\'s as american \nabout big as forced \njoe \njust as on blank also up pretty as american \nrealistic \njoe texas \ntroubled past new not there just as texas \n\nup one\'s exclusive american \nstrong as joe\'s abusive past crazy anne \njoe as \npast only sexually homosexual new \njoe\'s gay joe on \nup red down \nvisually joe\'s \nalso first sexual joe\'s first homosexual \nonly joe\'s \nironic joe female effortlessly \njoe new ensemble as \nthere new \nfirst new rich tall \nother new new seedy on \njoe new as former latter \njoe as fable new lonely gay \njoe great new \njoe\'s \njoe\'s american \n\njoe dizzying \nall joe joe successfully up on free \njoe\'s daily \nthere particular out around like \n\njoe hard idle joe\'s \namerican merely content no longer \nas joe all significant left \n\njoe left \nlast \nfinal joe inside only few outside \ninstead frequent joe out on way new up final through joe \nso about joe hardly \nno longer same joe as before \njoe now american \nno longer joe normal basic \nfamiliar american \nthere brave enough few up out west beautiful \nthen there jay big \njoe\'s texas new \njoe up \namerican joe moral \n',pos
'there huge so many over not first major general \ninternational \nfirst \nconstantly personal lovely \nbeloved cute old mixed african american irish who\'s irish \nback tony \nmr just because beautiful \nthere many \nabove \n\nvery good not fantastic \nnot up north \ntitanic \nable \nirish \n',pos
'popular film\'s great even it\'s still as powerful as out still as romantic tragic very very healthy gross all about before as i out on video i kinda like as cool as i first i i first * * * original basically as good i i thus  like out nowhere happy once annoying just next well little i not only not all on big i whole there too many just aren\'t sure it\'s hokey you\'ll hilariously next you\'ll military around corny funny like now annoying like all once no no safe everywhere other superior chase alien straight out i mean isn\'t about as as they\'re boring i mean on interesting didn\'t even basically straight they\'re hostile peaceful okay it\'s interesting it\'s not greatly now aren\'t somehow out they\'re as not only heavily armed they\'re stupid too also same kind as about later who\'s nice he\'ll white i don\'t it\'s white out there i don\'t just out there later on he\'s stupid on big alien i it\'s he\'s on then there\'s cocky only on second leading elusive film\'s only brave on i respectable long john she\'s also few proud lucky l as well as narrowly there bright enough old best nicely david on hal up good dave even  it\'s as i fine actually acting great he\'s i just anyway there no real subtle comic way too many no off great as i no just that\'s all on next little indy good indy last one\'s short on ',neg
'golden cute young blond unfortunately psychic blond loose meanwhile white all other fourth first novel technically much like many other  even probably unsuspecting video good instead fifth long ago really isn\'t good ever about well perhaps because he\'s on before they\'re awful like strange weird about dead indian up finally  maybe won\'t * * bad  perhaps just perhaps before greatly all on cool ago luke terrific even unfortunately certainly no longer very sick here only basic latter really too bad way too many own good still favorite suspenseful many however often repetitive it\'s definately not there isn\'t psychic psychotic out all it\'s arguably popular behind novel though highly implausible very interesting basically smart down then large silly kind neat too i\'m sorry i don\'t mean on about not directly i i just don\'t about really cheesy no it\'s difficult luke around only he\'s blond * * not honest only golden bad all human i difficult laughable yes out poor poorly about it\'s okay around also off many fake around cheesy that\'s main many bloody thoroughly unconvincing only film\'s rather ultimately i half because bad sci-fi few out film\'s though even it\'s like also i i far through known as i mean finally i couldn\'t well as creative behind all-time favorite alone on unconvincing also obviously i wouldn\'t little i\'m sure even young through okay instead however i it\'ll much much better ',neg
'rich doesn\'t very married madly soon thereafter not indeed easily all too long too boring too predictable too ridiculous interested good  it\'s no on about like really bad just up ever fallen ridiculously melodramatic just couldn\'t back just sure sick well exactly like only isn\'t isn\'t on i again okay so i first all away movie\'s main so first half you\'re basically just there through big second all horribly well it\'s like not second ever not nasty i mean it\'s like all about psycho well same here jolie\'s psycho then just out i mean boring you\'re up somehow we\'re sorry about no don\'t about really don\'t about she\'s as confused as about actual about well i\'ll only i about whole way through not i\'d actually asleep before no no no real no plenty extra moronic so i even well it\'s actually pretty simple i primary gratuitous jolie\'s that\'s right there just else pointless boring just plain stupid that\'s pretty much here low i almost mighty american psycho cruel wide fatal ',neg
'long gross all \nthen talented virtually invisible as wildly uneven gory \nas several decidedly \nnow much third directorial brown \nnovel solid disappointed \nbrown pretty ordinary \nout slowly \noccasional witty unexpected bare \nyet all \nsheer especially absent \nbrown doesn\'t up tarantino\'s previous \nthere aren\'t nearly as many deliciously offbeat around \nthere\'s samuel l about de that\'s about \nlone crucial different \nisn\'t exactly original numerous before recently edward \nhowever there legitimate multiple tarantino\'s sole because it\'s unconventional \nonly lost \nas little \nsecond \naround instead john it\'s brown brown \nmany famous first \nthere also several brown sly certain genre never \nbrown \nshe\'s samuel l michael federal official \nno longer sure not robert tv\'s necessary then \nhowever soon way off \nsoon just about perpetually robert de \nmemorable samuel l isn\'t nearly as compelling as \nfantastic also quite good not \nrobert michael solid \naround sexy little twisted tarantino\'s \nrobert de equally well middle-aged \nseveral over half probably too long convoluted enough \nalong nicely on whole like \nrecent like brown \nit\'s entertaining not certainly not \n',pos
